571450	4843450	70
571430	4843450	85
571410	4843450	91
571390	4843450	88
571370	4843450	74
571350	4843450	95
571330	4843450	88
571310	4843450	98
571290	4843450	101
571270	4843450	105
571250	4843450	118
571230	4843450	120
571210	4843450	65
571190	4843450	125
571170	4843450	98
571130	4843450	170
571110	4843450	136
571090	4843450	103
571070	4843450	130
571050	4843450	145
571030	4843450	118
571010	4843450	110
570990	4843450	109
570970	4843450	71
570950	4843450	93
570930	4843450	101
570910	4843450	108
570890	4843450	90
570850	4843450	90
570830	4843450	110
570810	4843450	112
570790	4843450	106
570770	4843450	128
570750	4843450	120
570730	4843450	110
570690	4843450	80
570670	4843450	100
570650	4843450	73
570630	4843450	100
570610	4843450	77
570590	4843450	76
570570	4843450	71
570550	4843450	100
570530	4843450	75
570510	4843450	72
570490	4843450	76
570470	4843450	109
570450	4843450	64
571450	4843450	70
571450	4843430	81
571450	4843410	85
571450	4843390	100
571450	4843370	76
571450	4843350	90
571450	4843330	80
571450	4843310	66
571450	4843290	81
570450	4843280	68
570470	4843280	54
570490	4843280	100
570510	4843280	95
570530	4843280	90
570550	4843280	99
570570	4843280	98
570590	4843280	110
570610	4843280	104
570630	4843280	90
570650	4843280	84
570670	4843280	63
570690	4843280	105
570710	4843280	109
570730	4843280	95
570750	4843280	100
570770	4843280	125
570790	4843280	110
570810	4843280	125
570830	4843280	120
570850	4843280	123
570870	4843280	110
570890	4843280	121
570910	4843280	124
570930	4843280	90
570950	4843280	98
570970	4843280	100
570990	4843280	82
571010	4843280	86
571030	4843280	90
571050	4843280	77
571070	4843280	70
571090	4843280	91
571110	4843280	78
571130	4843280	70
571150	4843280	83
571170	4843280	94
571190	4843280	83
571210	4843280	60
571230	4843280	105
571250	4843280	100
571270	4843280	107
571290	4843280	110
571310	4843280	78
571330	4843280	60
571350	4843280	80
571370	4843280	80
571390	4843280	125
571410	4843280	88
571430	4843280	74
571450	4843280	78
570450	4843110	60
570470	4843110	100
570490	4843110	170
570510	4843110	71
570530	4843110	77
570550	4843110	69
570570	4843110	96
570590	4843110	102
570610	4843110	115
570630	4843110	124
570650	4843110	101
570670	4843110	106
570690	4843110	101
570710	4843110	101
570730	4843110	80
570750	4843110	84
570770	4843110	90
570790	4843110	59
570810	4843110	80
570830	4843110	64
570850	4843110	47
570870	4843110	69
570890	4843110	81
570910	4843110	79
570930	4843110	76
570950	4843110	68
570970	4843110	78
570990	4843110	80
571010	4843110	93
571030	4843110	81
571050	4843110	78
571070	4843110	90
571090	4843110	89
571110	4843110	53
571130	4843110	77
571150	4843110	75
571170	4843110	32
571190	4843110	65
571210	4843110	63
571230	4843110	44
571250	4843110	60
571270	4843110	65
571290	4843110	65
571310	4843110	90
571330	4843110	98
571350	4843110	103
571370	4843110	64
571390	4843110	95
571410	4843110	84
571430	4843110	97
571450	4843110	116
570450	4843270	57
570450	4843250	53
570450	4843230	53
570450	4843210	63
570450	4843190	46
570450	4843170	108
570450	4843150	106
570450	4843130	116
571450	4842940	98
571430	4842940	50
571410	4842940	58
571390	4842940	97
571370	4842940	101
571350	4842940	102
571330	4842940	100
571310	4842940	85
571290	4842940	70
571270	4842940	79
571250	4842940	63
571230	4842940	95
571210	4842940	73
571190	4842940	60
571170	4842940	96
571150	4842940	83
571130	4842940	55
571110	4842940	96
571090	4842940	66
571070	4842940	59
571050	4842940	79
