4844810.682	572487.6931	5/2/10 9:59	100001	20.58
4844808.655	572488.2522	5/2/10 9:59	100002	74.22
4844809.962	572488.9087	5/2/10 9:59	100003	81.7
4844809.613	572490.522	5/2/10 9:59	100004	87.5
4844808.867	572490.3964	5/2/10 9:59	100005	94.8
4844808.693	572491.7405	5/2/10 9:59	100006	94.5
4844809.44	572492.0005	5/2/10 9:59	100007	94.3
4844809.094	572493.8827	5/2/10 9:59	100008	98.7
4844808.911	572494.4218	5/2/10 9:59	100009	84.8
4844808.552	572495.0972	5/2/10 9:59	100010	49.3
4844808.735	572495.6314	5/2/10 9:59	100011	54.31
4844809.504	572497.9041	5/2/10 9:59	100012	55.66
4844808.956	572498.5807	5/2/10 9:59	100013	60.81
4844809.52	572499.3798	5/2/10 9:59	100014	59.32
4844808.988	572501.5337	5/2/10 9:59	100015	61.35
4844809.001	572502.7405	5/2/10 9:59	100016	70.16
4844808.096	572504.2262	5/2/10 9:59	100017	94.5
4844808.468	572504.7592	5/2/10 10:00	100018	100.4
4844807.735	572505.8413	5/2/10 10:00	100019	84.9
4844807.94	572507.3149	5/2/10 10:00	100020	77.48
4844808.141	572508.386	5/2/10 10:00	100021	62.3
4844808.717	572510.2582	5/2/10 10:00	100022	54.31
4844807.43	572511.4807	5/2/10 10:00	100023	53.9
4844807.798	572511.6104	5/2/10 10:00	100024	44.83
4844807.08	572512.9604	5/2/10 10:00	100025	35.21
4844806.897	572513.4994	5/2/10 10:00	100026	29.79
4844807.09	572513.8999	5/2/10 10:00	100027	33.72
4844807.288	572515.7762	5/2/10 10:00	100028	36.7
4844806.925	572516.0483	5/2/10 10:00	100029	25.45
4844806.384	572517.3956	5/2/10 10:00	100030	22.07
4844806.235	572520.0824	5/2/10 10:00	100031	52.95
4844806.035	572520.0846	5/2/10 10:00	100032	55.39
4844805.875	572521.6958	5/2/10 10:00	100033	60.68
4844805.14	572522.509	5/2/10 10:00	100034	62.44
4844805.172	572525.4612	5/2/10 10:00	100035	70.84
4844804.435	572526.1399	5/2/10 10:00	100036	74.09
4844803.897	572526.6828	5/2/10 10:00	100037	75.98
4844803.916	572528.4274	5/2/10 10:00	100038	63.66
4844804.467	572529.0921	5/2/10 10:00	100039	62.98
4844804.313	572531.2411	5/2/10 10:00	100040	52.28
4844804.142	572532.8533	5/2/10 10:00	100041	42.73
4844803.784	572533.6624	5/2/10 10:00	100042	46.32
4844804.159	572534.4634	5/2/10 10:00	100043	55.94
4844803.624	572536.3477	5/2/10 10:00	100044	55.26
4844804.55	572536.7402	5/2/10 10:00	100045	57.7
4844802.919	572538.9053	5/2/10 10:00	100046	53.36
4844803.479	572539.301	5/2/10 10:00	100047	51.74
4844803.867	572541.3105	5/2/10 10:00	100048	42.79
4844803.678	572541.3126	5/2/10 10:00	100049	33.31
4844802.951	572541.8567	5/2/10 10:00	100050	35.34
4844802.774	572542.9327	5/2/10 10:00	100051	31.28
4844802.232	572544.1464	5/2/10 10:00	100052	31.55
4844802.046	572544.4165	5/2/10 10:00	100053	36.43
4844801.706	572546.8357	5/2/10 10:00	100054	39.81
4844801.158	572547.5124	5/2/10 10:00	100055	39.54
4844800.418	572547.923	5/2/10 10:00	100056	31.28
4844800.608	572548.0554	5/2/10 10:00	100057	45.23
4844799.873	572548.8685	5/2/10 10:00	100058	41.17
4844800.252	572550.0722	5/2/10 10:00	100059	33.99
4844799.522	572550.349	5/2/10 10:00	100060	29.79
4844799.347	572551.5587	5/2/10 10:00	100061	37.1
4844799.55	572552.8979	5/2/10 10:00	100062	43.74
4844798.646	572554.518	5/2/10 10:00	100063	46.99
4844797.912	572555.4656	5/2/10 10:00	100064	58.78
4844797.918	572556.0026	5/2/10 10:00	100065	52.28
4844797.751	572558.0165	5/2/10 10:00	100066	55.53
4844797.594	572559.8967	5/2/10 10:00	100067	58.37
