4843249.801	570756.1125	110.9
4843248.503	570756.2632	105.5
4843248.135	570756.1302	108.6
4843247.199	570755.8744	104.4
4843245.722	570755.89	114.1
4843243.863	570755.5071	112.9
4843242.941	570755.5168	107.4
4843241.462	570756.3379	107.5
4843241.106	570756.3416	103.5
4843239.619	570756.4863	114.2
4843238.517	570757.3033	96.8
4843237.968	570757.8487	111.6
4843237.968	570757.8487	111.2
4843236.861	570758.2631	113
4843234.085	570758.2925	95.6
4843230.582	570758.9981	113
4843230.014	570758.8753	118.3
4843228.735	570759.6942	108.5
4843227.809	570760.3725	109
4843226.7	570760.5211	99.8
4843226.154	570760.39	112.2
4843225.221	570760.3999	100.5
4843223.361	570759.88	99.7
4843221.511	570760.4392	84.2
4843219.678	570761.4009	81.8
4843219.682	570761.8036	85.7
4843219.688	570762.335	76.19
4843218.028	570762.8922	82.5
4843217.102	570763.5705	65.35
4843216.763	570765.1848	74.63
4843216.015	570764.79	72.46
4843215.091	570765.6052	73.28
4843213.976	570765.2143	75.98
4843213.244	570765.359	85.2
4843213.055	570765.361	79.51
4843211.949	570765.7754	79.17
4843209.749	570767.8121	66.64
4843208.089	570768.3693	63.93
4843207.361	570768.9085	63.79
4843206.248	570769.7257	62.71
4843204.403	570769.6164	63.52
4843203.483	570770.8342	68.26
4843202.013	570771.5182	61.22
4843200.898	570771.1274	60.13
4843198.867	570771.2858	58.78
4843197.389	570772.2357	76.8
4843196.839	570772.7811	75.71
4843193.702	570773.354	64.47
4843193.323	570773.2211	66.37
4843193.148	570773.4887	69.08
4843193.707	570773.8854	74.29
4843193.151	570773.7625	77.75
4843192.236	570774.4406	79.78
4843189.826	570774.4662	97.7
4843187.971	570774.4859	72.6
4843187.055	570775.0352	73.14
4843186.5	570775.0411	73.82
4843185.588	570775.9849	73.55
4843184.48	570776.2705	85.6
4843183.179	570776.1474	81.4
4843182.448	570776.2921	81
4843181.706	570776.5657	78.83
4843181.33	570776.7066	75.31
4843180.965	570776.8393	71.79
4843180.602	570777.117	70.43
4843180.05	570777.5255	74.63
4843179.308	570777.6623	76.12
4843178.566	570777.9439	71.65
4843176.349	570778.3701	65.96
4843173.58	570779.0679	60.81
4843171.924	570780.0278	59.46
4843171.008	570780.569	55.94
4843169.534	570780.8585	55.53
4843167.146	570783.026	52.07
4843165.847	570783.0398	55.12
4843165.12	570783.5871	60.41
4843164.375	570783.595	61.9
4843163.641	570783.4659	62.03
4843162.329	570783.351	57.83
4843161.786	570783.4856	61.08
4843161.232	570783.6284	69.48
4843160.49	570783.7732	70.3
4843159.198	570783.513	60.88
4843157.516	570782.9993	65.15
4843157.345	570783.6696	66.37
4843156.408	570783.2769	71.24
4843155.675	570783.2846	68.67
4843154.549	570782.8939	69.35
4843152.705	570782.9135	75.04
4843149.197	570784.1587	68.8
4843147.162	570783.9145	74.63
4843145.49	570783.3927	71.79
4843142.91	570784.0885	66.77
4843141.066	570785.1872	62.98
4843140.321	570785.0582	66.37
4843138.832	570784.0029	61.9
4843138.087	570783.8739	68.4
4843136.969	570783.2173	67.18
4843135.303	570783.235	67.31
4843134.935	570783.102	72.19
