4842246.706	569142.1326	2/10/10 14:18	100003	16.11
4842246.7	569141.593	2/10/10 14:18	100004	26.4
4842247.449	569141.988	2/10/10 14:18	100005	28.43
4842247.819	569142.3869	2/10/10 14:18	100006	38.32
4842248.579	569143.8611	2/10/10 14:18	100007	42.93
4842248.947	569143.9861	2/10/10 14:18	100008	30.06
4842249.874	569144.5162	2/10/10 14:18	100009	26.47
4842250.081	569145.1826	2/10/10 14:18	100010	26.54
4842250.631	569145.7165	2/10/10 14:18	100011	23.96
4842251.573	569146.6491	2/10/10 14:18	100012	26.13
4842252.49	569147.1712	2/10/10 14:18	100013	24.23
4842253.988	569148.0981	2/10/10 14:18	100014	20.85
4842254.74	569148.8958	2/10/10 14:18	100015	26
4842255.309	569150.235	2/10/10 14:18	100016	32.23
4842255.87	569150.7608	2/10/10 14:18	100017	27.76
4842256.812	569152.6358	2/10/10 14:18	100018	1.476
4842256.637	569152.9034	2/10/10 14:18	100019	22.47
4842258.497	569154.4951	2/10/10 14:18	100020	20.04
4842258.879	569154.8938	2/10/10 14:18	100021	15.84
4842258.882	569155.1596	2/10/10 14:18	100022	19.36
4842259.256	569155.9612	2/10/10 14:18	100023	18.61
4842259.823	569157.0346	2/10/10 14:18	100024	8.38
4842261.145	569159.1634	2/10/10 14:18	100025	0.392
4842262.445	569160.3581	2/10/10 14:18	100026	0.256
4842264.136	569161.6857	2/10/10 14:18	100027	0.256
4842264.143	569162.3542	2/10/10 14:18	100028	0.256
4842265.251	569163.1482	2/10/10 14:18	100029	30.87
4842265.275	569165.4354	2/10/10 14:18	100030	27.08
4842265.086	569165.4374	2/10/10 14:28	100031	0.256
4842263.642	569168.6742	2/10/10 14:28	100032	24.1
4842263.833	569168.8011	2/10/10 14:28	100033	20.37
4842264.021	569168.7991	2/10/10 14:28	100034	27.62
4842265.5	569168.9207	2/10/10 14:28	100035	24.51
4842266.252	569169.7184	2/10/10 14:28	100036	27.55
4842266.823	569171.1864	2/10/10 14:28	100037	35.95
4842267.759	569172.5219	2/10/10 14:28	100038	37.24
4842268.52	569174.1249	2/10/10 14:28	100039	36.56
4842268.522	569174.3907	2/10/10 14:28	100040	37.65
4842269.45	569174.9207	2/10/10 14:28	100041	43.47
4842269.455	569175.4603	2/10/10 14:28	100042	42.39
4842271.123	569175.5719	2/10/10 14:28	100043	23.08
4842273.348	569175.9516	2/10/10 14:28	100044	33.72
4842273.723	569175.6819	2/10/10 14:28	100045	35.75
4842274.475	569177.5508	2/10/10 14:28	100046	52.28
4842274.673	569178.3542	2/10/10 14:28	100047	28.84
4842274.681	569179.1596	2/10/10 14:28	100048	31.35
4842274.87	569180.2369	2/10/10 14:28	100049	30.06
4842274.699	569180.9072	2/10/10 14:28	100050	27.82
4842275.622	569181.0346	2/10/10 14:28	100051	25.86
4842275.991	569181.2965	2/10/10 14:29	100052	15.16
4842276.554	569181.9592	2/10/10 14:29	100053	0.121
4842276.931	569181.9553	2/10/10 14:29	100054	11.77
4842278.246	569183.4237	2/10/10 14:29	100055	17.87
4842278.983	569183.8188	2/10/10 14:29	100056	10.15
4842279.365	569185.2888	2/10/10 14:29	100057	11.23
4842279.014	569186.7665	2/10/10 14:29	100058	4.727
4842280.133	569187.5603	2/10/10 14:29	100059	0.121
4842281.811	569188.7511	2/10/10 14:29	100060	0.256
4842283.109	569189.68	2/10/10 14:29	100061	0.256
4842283.486	569189.5392	2/10/10 14:29	100062	33.18
4842283.32	569190.7491	2/10/10 14:29	100063	26.67
4842283.69	569192.0904	2/10/10 14:29	100064	27.62
4842282.596	569192.6414	2/10/10 14:29	100065	18.82
4842284.083	569193.5603	2/10/10 14:29	100066	21.8
4842285.565	569194.0846	2/10/10 14:29	100067	13.46
