571450	4843450	74
571430	4843450	53
571410	4843450	73
571390	4843450	84
571370	4843450	94
571350	4843450	101
571330	4843450	124
571310	4843450	98
571290	4843450	61
571270	4843450	80
571250	4843450	101
571230	4843450	110
571210	4843450	108
571190	4843450	0
571170	4843450	0
571150	4843450	92
571130	4843450	80
571110	4843450	105
571090	4843450	139
571070	4843450	140
571050	4843450	84
571030	4843450	105
571010	4843450	131
570990	4843450	120
570970	4843450	61
570950	4843450	60
570930	4843450	105
570910	4843450	98
570890	4843450	0
570870	4843450	0
570850	4843450	68
570830	4843450	98
570810	4843450	111
570790	4843450	110
570770	4843450	91
570750	4843450	112
570730	4843450	0
570710	4843450	0
570690	4843450	52
570670	4843450	34
570650	4843450	50
570630	4843450	58
570610	4843450	52
570590	4843450	96
570570	4843450	91
570550	4843450	55
570530	4843450	65
570510	4843450	55
570490	4843450	44
570470	4843450	92
570450	4843450	90
571450	4843450	80
571450	4843430	85
571450	4843410	80
571450	4843390	73
571450	4843370	64
571450	4843350	96
571450	4843330	95
571450	4843310	80
571450	4843290	60
570450	4843280	48
570470	4843280	56
570490	4843280	0
570510	4843280	0
570530	4843280	80
570550	4843280	76
570570	4843280	92
570590	4843280	86
570610	4843280	88
570630	4843280	101
570650	4843280	93
570670	4843280	99
570690	4843280	118
570710	4843280	117
570730	4843280	120
570750	4843280	118
570770	4843280	122
570790	4843280	121
570810	4843280	105
570830	4843280	104
570850	4843280	98
570870	4843280	128
570890	4843280	98
570910	4843280	108
570930	4843280	120
570950	4843280	121
570970	4843280	84
570990	4843280	88
571010	4843280	70
571030	4843280	68
571050	4843280	58
571070	4843280	60
571090	4843280	76
571110	4843280	59
571130	4843280	48
571150	4843280	35
571170	4843280	76
571190	4843280	57
571210	4843280	59
571230	4843280	54
571250	4843280	55
571270	4843280	82
571290	4843280	55
571310	4843280	52
571330	4843280	86
571350	4843280	70
571370	4843280	79
571390	4843280	75
571410	4843280	79
571430	4843280	54
571450	4843280	60
570450	4843110	57
570470	4843110	90
570490	4843110	103
570510	4843110	37
570530	4843110	66
570550	4843110	72
570570	4843110	75
570590	4843110	98
570610	4843110	116
570630	4843110	122
570650	4843110	106
570670	4843110	112
570690	4843110	124
570710	4843110	97
570730	4843110	74
570750	4843110	98
570770	4843110	68
570790	4843110	73
570810	4843110	72
570830	4843110	51
570850	4843110	65
570870	4843110	56
570890	4843110	73
570910	4843110	83
570930	4843110	64
570950	4843110	53
570970	4843110	87
570990	4843110	69
571010	4843110	74
571030	4843110	63
571050	4843110	66
571070	4843110	60
571090	4843110	47
571110	4843110	0
571130	4843110	52
571150	4843110	49
571170	4843110	6
571190	4843110	0
571210	4843110	46
571230	4843110	20
571250	4843110	0
571270	4843110	0
571290	4843110	0
571310	4843110	46
571330	4843110	50
571350	4843110	76
571370	4843110	70
571390	4843110	74
571410	4843110	78
571430	4843110	75
571450	4843110	58
570450	4843270	52
570450	4843250	47
570450	4843230	50
570450	4843210	39
570450	4843190	5
570450	4843170	90
570450	4843150	103
570450	4843130	120
571450	4842940	78
571430	4842940	53
571410	4842940	79
571390	4842940	90
571370	4842940	50
571350	4842940	83
571330	4842940	86
571310	4842940	80
571290	4842940	50
571270	4842940	40
571250	4842940	74
571230	4842940	73
571210	4842940	54
571190	4842940	52
571170	4842940	48
571150	4842940	50
571130	4842940	45
571110	4842940	70
571090	4842940	29
571070	4842940	50
571050	4842940	55
571030	4842940	74
571010	4842940	28
570990	4842940	48
570970	4842940	52
570950	4842940	33
570930	4842940	43
570910	4842940	31
570890	4842940	18
570870	4842940	63
570850	4842940	50
570830	4842940	27
570810	4842940	0
570790	4842940	32
570770	4842940	22
570750	4842940	20
570730	4842940	0
570710	4842940	40
570690	4842940	40
570670	4842940	39
570650	4842940	35
570630	4842940	52
570610	4842940	40
570590	4842940	28
570570	4842940	40
570550	4842940	1
570530	4842940	0
570510	4842940	56
570490	4842940	0
570470	4842940	52
570450	4842940	87
571450	4843110	78
571450	4843090	86
571450	4843070	41
571450	4843050	77
571450	4843030	67
571450	4843010	64
571450	4842990	62
571450	4842970	111
571450	4842950	101
570450	4842600	0
570470	4842600	0
570490	4842600	0
570510	4842600	0
570530	4842600	0
570550	4842600	0
570570	4842600	0
570590	4842600	12
570610	4842600	0
570630	4842600	57
570650	4842600	43
570670	4842600	46
570690	4842600	23
570710	4842600	0
570730	4842600	30
570750	4842600	43
570770	4842600	0
570790	4842600	0
570810	4842600	40
570830	4842600	0
570850	4842600	40
570870	4842600	0
570890	4842600	65
570910	4842600	44
570930	4842600	0
570950	4842600	64
570970	4842600	0
570990	4842600	35
571010	4842600	0
571030	4842600	0
571050	4842600	68
571070	4842600	0
571090	4842600	45
571110	4842600	0
571130	4842600	75
571150	4842600	80
571170	4842600	34
571190	4842600	57
571210	4842600	0
571230	4842600	0
571250	4842600	96
571270	4842600	62
571290	4842600	35
571310	4842600	77
571330	4842600	62
571350	4842600	99
571370	4842600	81
571390	4842600	40
571410	4842600	22
571430	4842600	49
571450	4842600	70
571450	4842620	98
571450	4842640	30
571450	4842660	35
571450	4842680	50
571450	4842700	39
571450	4842720	41
571450	4842740	40
571450	4842760	110
