4843249.055	570755.9835	136.8
4843250.534	570755.0336	131
4843249.605	570755.4462	116.8
4843248.306	570755.4599	127.1
4843247.016	570755.3367	136.4
4843245.718	570755.4874	119.7
4843244.97	570755.0927	128.1
4843244.416	570755.2274	128.4
4843243.515	570757.2503	104.8
4843241.482	570758.2141	133.2
4843240.19	570757.962	129.4
4843239.273	570758.3744	127.3
4843238.346	570758.9158	126.1
4843237.05	570759.3322	134.5
4843235.205	570759.2229	133.8
4843234.455	570758.6913	135.1
4843232.251	570759.2542	125
4843232.058	570759.9247	134
4843231.696	570759.2601	132.7
4843230.397	570760.345	132.1
4843229.297	570760.3567	134.5
4843227.435	570759.708	134.2
4843226.698	570760.3842	120.6
4843225.788	570761.465	131.8
4843224.504	570762.9604	121.1
4843224.503	570762.8236	107.5
4843224.136	570762.8274	107.8
4843223.595	570763.0989	105.8
4843222.288	570763.5155	101.9
4843219.517	570764.0844	104.3
4843219.15	570763.9514	100.6
4843217.677	570764.3697	99.3
4843216.376	570764.2547	97.1
4843213.594	570763.7446	93.3
4843212.487	570764.159	95
4843211.381	570764.5734	102.4
4843208.417	570764.7417	100.4
4843208.433	570766.2154	99.3
4843207.876	570766.0844	94.1
4843208.44	570766.8837	93.5
4843207.881	570766.6239	93.1
4843206.955	570766.231	89.5
4843206.595	570766.7744	91.2
4843205.481	570767.5916	91.8
4843204.561	570767.7302	88.2
4843203.829	570767.8749	80.7
4843203.087	570768.0197	88.2
4843201.79	570768.2992	90.8
4843200.503	570768.4497	98.1
4843199.39	570768.1877	114.7
4843198.454	570767.9319	110.1
4843197.166	570767.9456	118.9
4843196.062	570768.6257	113.1
4843194.957	570769.177	107.1
4843194.956	570769.0401	112.8
4843194.956	570769.0401	108.8
4843193.127	570771.4756	103.9
4843192.377	570770.952	105.4
4843191.831	570770.8209	98.9
4843190.707	570770.567	106.4
4843190.151	570770.5729	102.9
4843189.048	570771.253	103.2
4843188.317	570771.5266	109.9
4843184.266	570773.8567	106.9
4843183.523	570773.9935	108.6
4843182.422	570773.8763	108.5
4843180.761	570775.3677	101.3
4843180.582	570775.2327	94.1
4843179.651	570775.5164	96.7
4843179.651	570775.5164	99.4
4843179.842	570775.6432	96.4
4843179.1	570775.9249	101.6
4843177.069	570776.0753	96.9
4843175.97	570777.1661	92.9
4843175.061	570778.3838	93.2
4843173.043	570779.7421	61.36
4843173.6	570780.9442	75.99
4843172.499	570780.827	80.1
4843170.458	570781.1144	76.53
4843167.503	570782.0881	70.09
4843165.834	570781.8319	75.04
4843163.979	570781.8516	76.12
4843163.981	570781.9885	79.58
4843163.982	570782.1254	75.17
4843163.804	570782.1273	84.8
4843163.627	570782.1292	90.6
4843161.961	570783.218	82.9
4843158.656	570785.806	90.8
4843157.547	570785.9466	80.9
4843156.823	570786.7597	73.55
