570450	4842600	52
570470	4842600	54
570490	4842600	0
570510	4842600	30
570530	4842600	11
570550	4842600	36
570570	4842600	22
570590	4842600	32
570610	4842600	32
570630	4842600	50
570650	4842600	35
570670	4842600	45
570690	4842600	49
570710	4842600	0
570730	4842600	12
570750	4842600	59
570770	4842600	41
570790	4842600	50
570810	4842600	49
570830	4842600	54
570850	4842600	43
570870	4842600	54
570890	4842600	19
570910	4842600	39
570930	4842600	25
570950	4842600	53
570970	4842600	52
570990	4842600	60
571010	4842600	0
571030	4842600	47
571050	4842600	55
571070	4842600	55
571090	4842600	44
571110	4842600	61
571130	4842600	51
571150	4842600	50
571170	4842600	45
571190	4842600	49
571210	4842600	50
571230	4842600	56
571250	4842600	58
571270	4842600	52
571290	4842600	52
571310	4842600	54
571330	4842600	55
571350	4842600	61
571370	4842600	61
571390	4842600	37
571410	4842600	28
571430	4842600	40
571450	4842600	42
571450	4842770	67
571430	4842770	96
571410	4842770	42
571390	4842770	67
571370	4842770	66
571350	4842770	69
571330	4842770	56
571310	4842770	60
571290	4842770	65
571270	4842770	51
571250	4842770	58
571230	4842770	55
571210	4842770	53
571190	4842770	32
571170	4842770	46
571150	4842770	45
571130	4842770	0
571110	4842770	38
571090	4842770	41
571070	4842770	45
571050	4842770	33
571030	4842770	30
571010	4842770	34
570990	4842770	46
570970	4842770	50
570950	4842770	28
570930	4842770	54
570910	4842770	11
570890	4842770	42
570870	4842770	71
570850	4842770	49
570830	4842770	41
570810	4842770	50
570790	4842770	32
570770	4842770	32
570750	4842770	54
570730	4842770	55
570710	4842770	55
570690	4842770	72
570670	4842770	59
570650	4842770	49
570630	4842770	47
570610	4842770	64
570590	4842770	64
570570	4842770	60
570550	4842770	61
570530	4842770	68
570510	4842770	14
570490	4842770	33
570470	4842770	57
570450	4842770	15
570450	4843110	39
570470	4843110	65
570490	4843110	60
570510	4843110	49
570530	4843110	36
570550	4843110	37
570570	4843110	70
570590	4843110	78
570610	4843110	80
570630	4843110	91
570650	4843110	72
570670	4843110	66
570690	4843110	71
570710	4843110	78
570730	4843110	57
570750	4843110	75
570770	4843110	65
570790	4843110	51
570810	4843110	60
570830	4843110	46
570850	4843110	44
570870	4843110	43
570890	4843110	53
570910	4843110	55
570930	4843110	52
570950	4843110	47
570970	4843110	43
570990	4843110	59
571010	4843110	54
571030	4843110	50
571050	4843110	49
571070	4843110	62
571090	4843110	54
571110	4843110	42
571130	4843110	46
571150	4843110	50
571170	4843110	34
571190	4843110	33
571210	4843110	52
571230	4843110	37
571250	4843110	34
571270	4843110	44
571290	4843110	40
571310	4843110	48
571330	4843110	64
571350	4843110	65
571370	4843110	45
571390	4843110	58
571410	4843110	60
571430	4843110	54
571450	4843110	76
571450	4842940	72
571430	4842940	39
571410	4842940	37
571390	4842940	62
571370	4842940	57
571350	4842940	84
571330	4842940	78
571310	4842940	67
571290	4842940	34
571270	4842940	44
571250	4842940	38
571230	4842940	59
571210	4842940	51
571190	4842940	42
571170	4842940	80
571150	4842940	75
571130	4842940	36
571110	4842940	74
571090	4842940	43
571070	4842940	44
571050	4842940	54
571030	4842940	56
571010	4842940	35
570990	4842940	49
570970	4842940	46
570950	4842940	41
570930	4842940	37
570910	4842940	50
570890	4842940	21
570870	4842940	54
570850	4842940	36
570830	4842940	35
570810	4842940	48
570790	4842940	51
570770	4842940	47
570750	4842940	40
570730	4842940	35
570710	4842940	43
570690	4842940	50
570670	4842940	46
570650	4842940	53
570630	4842940	65
570610	4842940	55
570590	4842940	54
570570	4842940	58
570550	4842940	30
570530	4842940	11
570510	4842940	55
570490	4842940	36
570470	4842940	58
570450	4842940	68
571450	4843450	21
571430	4843450	34
571410	4843450	84
571390	4843450	51
571370	4843450	76
571350	4843450	72
571330	4843450	73
571310	4843450	79
571290	4843450	78
571270	4843450	67
571250	4843450	66
571230	4843450	90
571210	4843450	57
571190	4843450	93
571170	4843450	96
571150	4843450	106
571130	4843450	118
571110	4843450	98
571090	4843450	88
571070	4843450	74
571050	4843450	74
571030	4843450	95
571010	4843450	98
570990	4843450	64
570970	4843450	42
570950	4843450	64
570930	4843450	64
570910	4843450	74
570890	4843450	50
570870	4843450	139
570850	4843450	50
570830	4843450	65
570810	4843450	55
570790	4843450	86
570770	4843450	97
570750	4843450	98
570730	4843450	90
570710	4843450	90
570650	4843450	71
570630	4843450	61
570610	4843450	60
570590	4843450	55
570570	4843450	62
570550	4843450	51
570530	4843450	42
570510	4843450	50
570490	4843450	44
570470	4843450	54
570450	4843450	82
570450	4843280	62
570470	4843280	70
570490	4843280	90
570510	4843280	70
570530	4843280	62
570550	4843280	80
570570	4843280	54
570590	4843280	60
570610	4843280	52
570630	4843280	53
570650	4843280	51
570670	4843280	68
570690	4843280	60
570710	4843280	72
570730	4843280	80
570750	4843280	103
570770	4843280	80
570790	4843280	106
570810	4843280	88
570830	4843280	92
570850	4843280	88
570870	4843280	85
570890	4843280	100
570910	4843280	90
570930	4843280	63
570950	4843280	60
570970	4843280	40
570990	4843280	83
571010	4843280	46
571030	4843280	57
571050	4843280	47
571070	4843280	55
571090	4843280	56
571110	4843280	51
571130	4843280	38
571150	4843280	81
571170	4843280	55
571190	4843280	48
571210	4843280	44
571230	4843280	53
571250	4843280	54
571270	4843280	37
571290	4843280	83
571310	4843280	65
571330	4843280	65
571350	4843280	88
571370	4843280	47
571390	4843280	61
571410	4843280	70
571430	4843280	49
571450	4843280	74
